"time";"Humidity - h (%RH) (h)";"Pressure - p (hPa) (p)";"Temperature - t (°C) (t)";"rssi (rssi)"
2021-02-07T21:32:46Z;89.5;1001.9;-5.4;-113
2021-02-07T21:42:46Z;89.5;1001.9;-5.5;-110
2021-02-07T21:52:47Z;89.5;1001.9;-5.5;-107
2021-02-07T22:02:46Z;89;1001.9;-5.5;-104
2021-02-07T22:12:46Z;89;1001.9;-5.5;-103
2021-02-07T22:22:46Z;89;1002;-5.5;-104
2021-02-07T22:32:46Z;89;1002;-5.5;-110
2021-02-07T22:42:46Z;89;1002;-5.5;-111
2021-02-07T22:52:46Z;89;1002.1;-5.5;-106
2021-02-07T23:02:46Z;89;1002;-5.6;-111
2021-02-07T23:12:46Z;89;1002.1;-5.6;-108
2021-02-07T23:22:46Z;89;1002.1;-5.6;-105
2021-02-07T23:32:46Z;89;1002.2;-5.6;-114
2021-02-07T23:42:46Z;89;1002.1;-5.6;-110
2021-02-07T23:52:46Z;89;1002.1;-5.6;-111
