"time";"Weight - weight (kg) (weight_kg)"
2021-02-01T00:01:20Z;26.007696149014
2021-02-01T00:11:20Z;26.007696149014
2021-02-01T00:21:20Z;26.007696149014
2021-02-01T00:31:20Z;26.007696149014
2021-02-01T00:41:20Z;26.004393093684
2021-02-01T00:51:20Z;26.004393093684
2021-02-01T01:01:20Z;26.007696149014
2021-02-01T01:11:20Z;26.007696149014
2021-02-01T01:21:20Z;26.007696149014
2021-02-01T01:31:20Z;26.007696149014
2021-02-01T01:41:20Z;26.007696149014
2021-02-01T01:51:20Z;26.007696149014
2021-02-01T02:01:20Z;26.007696149014
2021-02-01T02:11:20Z;26.007696149014
2021-02-01T02:21:20Z;26.007696149014
2021-02-01T02:31:20Z;26.007696149014
2021-02-01T02:41:20Z;26.007696149014
2021-02-01T02:51:20Z;26.007696149014
2021-02-01T03:01:20Z;26.007696149014
2021-02-01T03:11:20Z;26.007696149014
2021-02-01T03:21:20Z;26.007696149014
2021-02-01T03:31:20Z;26.007696149014
2021-02-01T03:41:20Z;26.007696149014
2021-02-01T03:51:20Z;26.007696149014
2021-02-01T04:01:20Z;26.007696149014
2021-02-01T04:11:20Z;26.007696149014
2021-02-01T04:21:20Z;26.007696149014
2021-02-01T04:31:20Z;26.007696149014
2021-02-01T04:41:20Z;26.007696149014
2021-02-01T04:51:20Z;26.004393093684
2021-02-01T05:01:20Z;26.004393093684
2021-02-01T05:11:20Z;26.004393093684
2021-02-01T05:21:20Z;26.004393093684
2021-02-01T05:31:20Z;26.004393093684
2021-02-01T05:41:20Z;26.004393093684
2021-02-01T05:51:20Z;26.004393093684
2021-02-01T06:01:20Z;26.004393093684
2021-02-01T06:11:20Z;26.004393093684
2021-02-01T06:21:20Z;26.004393093684
2021-02-01T06:31:20Z;26.004393093684
2021-02-01T06:41:20Z;26.004393093684
2021-02-01T06:51:20Z;26.004393093684
2021-02-01T07:01:20Z;26.004393093684
2021-02-01T07:11:20Z;26.001090038354
2021-02-01T07:21:20Z;26.001090038354
2021-02-01T07:31:20Z;26.001090038354
2021-02-01T07:41:20Z;26.001090038354
2021-02-01T07:51:20Z;26.001090038354
2021-02-01T08:01:20Z;26.001090038354
2021-02-01T08:11:20Z;26.001090038354
2021-02-01T08:21:20Z;26.001090038354
2021-02-01T08:31:20Z;25.997786983024
2021-02-01T08:41:20Z;25.997786983024
2021-02-01T08:51:20Z;25.997786983024
2021-02-01T09:01:20Z;25.997786983024
2021-02-01T09:11:20Z;25.997786983024
2021-02-01T09:21:20Z;25.997786983024
2021-02-01T09:31:20Z;25.997786983024
2021-02-01T09:41:20Z;25.997786983024
2021-02-01T09:51:20Z;25.994483927694
2021-02-01T10:01:20Z;25.994483927694
2021-02-01T10:11:20Z;25.994483927694
2021-02-01T10:21:20Z;25.994483927694
2021-02-01T10:31:20Z;25.994483927694
2021-02-01T10:41:20Z;25.994483927694
2021-02-01T10:51:20Z;25.994483927694
2021-02-01T11:01:20Z;25.994483927694
2021-02-01T11:11:20Z;25.994483927694
2021-02-01T11:21:20Z;25.994483927694
2021-02-01T11:31:20Z;25.994483927694
2021-02-01T11:41:20Z;25.997786983024
2021-02-01T11:51:20Z;25.997786983024
2021-02-01T12:01:20Z;25.997786983024
2021-02-01T12:11:20Z;25.997786983024
2021-02-01T12:21:20Z;25.997786983024
2021-02-01T12:31:20Z;25.997786983024
2021-02-01T12:41:20Z;25.997786983024
2021-02-01T12:51:20Z;25.997786983024
2021-02-01T13:01:20Z;25.997786983024
2021-02-01T13:11:20Z;25.997786983024
2021-02-01T13:21:20Z;25.997786983024
2021-02-01T13:31:20Z;25.997786983024
2021-02-01T13:41:35Z;25.997786983024
2021-02-01T13:51:35Z;25.997786983024
2021-02-01T14:01:34Z;25.997786983024
2021-02-01T14:11:34Z;25.997786983024
2021-02-01T14:21:34Z;25.997786983024
2021-02-01T14:31:35Z;25.997786983024
2021-02-01T14:41:35Z;25.997786983024
2021-02-01T14:51:34Z;25.997786983024
2021-02-01T15:01:34Z;25.994483927694
2021-02-01T15:11:34Z;25.994483927694
2021-02-01T15:21:35Z;25.994483927694
2021-02-01T15:31:35Z;25.994483927694
2021-02-01T15:41:34Z;25.994483927694
2021-02-01T15:51:35Z;25.994483927694
2021-02-01T16:01:34Z;25.994483927694
2021-02-01T16:11:34Z;25.994483927694
2021-02-01T16:21:34Z;25.994483927694
2021-02-01T16:31:34Z;25.994483927694
2021-02-01T16:41:34Z;25.991180872364
2021-02-01T16:51:34Z;25.991180872364
2021-02-01T17:01:34Z;25.991180872364
2021-02-01T17:11:34Z;25.987877817034
2021-02-01T17:21:34Z;25.987877817034
2021-02-01T17:31:34Z;25.984574761704
2021-02-01T17:41:34Z;25.984574761704
2021-02-01T17:51:34Z;25.981271706374
2021-02-01T18:01:34Z;25.981271706374
2021-02-01T18:11:34Z;25.981271706374
2021-02-01T18:21:34Z;25.977968651044
2021-02-01T18:31:34Z;25.977968651044
2021-02-01T18:41:34Z;25.977968651044
2021-02-01T18:51:34Z;25.974665595714
2021-02-01T19:01:34Z;25.974665595714
2021-02-01T19:11:34Z;25.974665595714
2021-02-01T19:21:34Z;25.974665595714
2021-02-01T19:31:34Z;25.971362540384
2021-02-01T19:41:34Z;25.971362540384
2021-02-01T19:51:34Z;25.971362540384
2021-02-01T20:01:34Z;25.968059485054
2021-02-01T20:11:34Z;25.968059485054
2021-02-01T20:21:34Z;25.968059485054
2021-02-01T20:31:34Z;25.968059485054
2021-02-01T20:41:34Z;25.964756429724
2021-02-01T20:51:34Z;25.964756429724
2021-02-01T21:01:34Z;25.964756429724
2021-02-01T21:11:34Z;25.964756429724
2021-02-01T21:21:34Z;25.961453374394
2021-02-01T21:31:34Z;25.961453374394
2021-02-01T21:41:34Z;25.961453374394
2021-02-01T21:51:34Z;25.961453374394
2021-02-01T22:01:34Z;25.961453374394
2021-02-01T22:11:34Z;25.961453374394
2021-02-01T22:21:34Z;25.958150319064
2021-02-01T22:31:34Z;25.958150319064
2021-02-01T22:41:34Z;25.958150319064
2021-02-01T22:51:34Z;25.958150319064
2021-02-01T23:01:34Z;25.958150319064
2021-02-01T23:11:34Z;25.954847263734
2021-02-01T23:21:34Z;25.954847263734
2021-02-01T23:31:34Z;25.954847263734
2021-02-01T23:41:34Z;25.954847263734
2021-02-01T23:51:34Z;25.954847263734
2021-02-02T00:01:34Z;25.954847263734
2021-02-02T00:11:34Z;25.951544208404
2021-02-02T00:21:34Z;25.951544208404
2021-02-02T00:31:34Z;25.951544208404
2021-02-02T00:41:34Z;25.951544208404
2021-02-02T00:51:34Z;25.951544208404
2021-02-02T01:01:34Z;25.951544208404
2021-02-02T01:11:34Z;25.951544208404
2021-02-02T01:21:34Z;25.951544208404
2021-02-02T01:31:34Z;25.948241153074
2021-02-02T01:41:34Z;25.948241153074
2021-02-02T01:51:34Z;25.948241153074
2021-02-02T02:01:34Z;25.948241153074
2021-02-02T02:11:34Z;25.948241153074
2021-02-02T02:21:34Z;25.948241153074
2021-02-02T02:31:34Z;25.948241153074
2021-02-02T02:41:34Z;25.948241153074
2021-02-02T02:51:34Z;25.948241153074
2021-02-02T03:01:34Z;25.944938097744
2021-02-02T03:11:34Z;25.944938097744
2021-02-02T03:21:34Z;25.944938097744
2021-02-02T03:31:34Z;25.944938097744
2021-02-02T03:41:34Z;25.944938097744
2021-02-02T03:51:34Z;25.944938097744
2021-02-02T04:01:34Z;25.944938097744
2021-02-02T04:11:34Z;25.944938097744
2021-02-02T04:21:34Z;25.944938097744
2021-02-02T04:31:34Z;25.941635042414
2021-02-02T04:41:34Z;25.941635042414
2021-02-02T04:51:34Z;25.941635042414
2021-02-02T05:01:34Z;25.938331987084
2021-02-02T05:11:34Z;25.938331987084
2021-02-02T05:21:34Z;25.938331987084
2021-02-02T05:31:34Z;25.938331987084
2021-02-02T05:41:34Z;25.935028931754
2021-02-02T05:51:34Z;25.935028931754
2021-02-02T06:01:34Z;25.935028931754
2021-02-02T06:11:34Z;25.935028931754
2021-02-02T06:21:34Z;25.935028931754
2021-02-02T06:31:34Z;25.935028931754
2021-02-02T06:41:34Z;25.931725876424
2021-02-02T06:51:34Z;25.931725876424
2021-02-02T07:01:34Z;25.931725876424
2021-02-02T07:11:34Z;25.931725876424
2021-02-02T07:21:34Z;25.931725876424
2021-02-02T07:31:34Z;25.928422821094
2021-02-02T07:41:34Z;25.928422821094
2021-02-02T07:51:34Z;25.928422821094
2021-02-02T08:01:34Z;25.928422821094
2021-02-02T08:11:34Z;25.928422821094
2021-02-02T08:21:34Z;25.928422821094
2021-02-02T08:31:34Z;25.928422821094
2021-02-02T08:41:34Z;25.931725876424
2021-02-02T08:51:33Z;25.928422821094
2021-02-02T09:01:34Z;25.931725876424
2021-02-02T09:11:34Z;25.931725876424
2021-02-02T09:21:33Z;25.931725876424
2021-02-02T09:31:33Z;25.931725876424
2021-02-02T09:41:33Z;25.931725876424
2021-02-02T09:51:34Z;25.935028931754
2021-02-02T10:01:34Z;25.935028931754
2021-02-02T10:11:33Z;25.935028931754
2021-02-02T10:21:33Z;25.935028931754
2021-02-02T10:31:34Z;25.938331987084
2021-02-02T10:41:34Z;25.941635042414
2021-02-02T10:51:33Z;25.944938097744
2021-02-02T11:01:33Z;25.944938097744
2021-02-02T11:11:33Z;25.948241153074
2021-02-02T11:21:33Z;25.948241153074
2021-02-02T11:31:33Z;25.951544208404
2021-02-02T11:41:33Z;25.951544208404
2021-02-02T11:51:33Z;25.951544208404
2021-02-02T12:01:33Z;25.954847263734
2021-02-02T12:11:33Z;25.954847263734
2021-02-02T12:21:33Z;25.954847263734
2021-02-02T12:31:33Z;25.958150319064
2021-02-02T12:41:33Z;25.958150319064
2021-02-02T12:51:33Z;25.958150319064
2021-02-02T13:01:33Z;25.961453374394
2021-02-02T13:11:33Z;25.961453374394
2021-02-02T13:21:33Z;25.961453374394
2021-02-02T13:31:33Z;25.961453374394
2021-02-02T13:51:48Z;25.964756429724
2021-02-02T14:01:48Z;25.964756429724
2021-02-02T14:11:48Z;25.968059485054
2021-02-02T14:21:48Z;25.968059485054
2021-02-02T14:31:48Z;25.968059485054
2021-02-02T14:41:48Z;25.968059485054
2021-02-02T14:51:48Z;25.971362540384
2021-02-02T15:01:48Z;25.971362540384
2021-02-02T15:11:48Z;25.971362540384
2021-02-02T15:21:48Z;25.971362540384
2021-02-02T15:31:48Z;25.971362540384
2021-02-02T15:41:48Z;25.974665595714
2021-02-02T15:51:48Z;25.974665595714
2021-02-02T16:01:48Z;25.974665595714
2021-02-02T16:11:48Z;25.974665595714
2021-02-02T16:21:48Z;25.974665595714
2021-02-02T16:31:48Z;25.974665595714
2021-02-02T16:41:48Z;25.974665595714
2021-02-02T16:51:48Z;25.974665595714
2021-02-02T17:01:48Z;25.974665595714
2021-02-02T17:11:48Z;25.974665595714
2021-02-02T17:21:48Z;25.977968651044
2021-02-02T17:31:48Z;25.977968651044
2021-02-02T17:41:48Z;25.981271706374
2021-02-02T17:51:48Z;25.981271706374
2021-02-02T18:01:48Z;25.984574761704
2021-02-02T18:11:48Z;25.987877817034
2021-02-02T18:21:48Z;25.991180872364
2021-02-02T18:31:48Z;25.994483927694
2021-02-02T18:41:48Z;25.997786983024
2021-02-02T18:51:48Z;26.004393093684
2021-02-02T19:01:48Z;26.007696149014
2021-02-02T19:11:48Z;26.010999204344
2021-02-02T19:21:48Z;26.014302259674
2021-02-02T19:31:48Z;26.017605315004
2021-02-02T19:41:48Z;26.020908370334
2021-02-02T20:01:48Z;26.030817536324
2021-02-02T20:11:48Z;26.034120591654
2021-02-02T20:21:48Z;26.037423646984
